#	bench-name	unmod-time	unmod-error	nobc-time	nobc-error	totalruns=40	
crc12_construct	360.37500000000006	8.650686388952034	361.0750000000001	7.976175461961705	
crc12_update_megabytes	8207421.899999999	203674.47510608681	8204624.225	163910.82672607194	
crc16_construct	1011.25	23.53162765301202	1006.025	15.7042788755167	
crc16_update_megabytes	2879032.9749999996	38696.04805951605	2854244.5749999997	21285.063571537084	
crc32_construct	1155.2749999999996	26.44994092621002	1152.7249999999997	19.815382282459254	
crc32_update_megabytes	2756919.25	37436.89462064796	2396790.0	17965.657096248942	
crc64_construct	16906.8	406.2972557131048	16728.525	300.68596471235566	
crc64_update_megabytes	3124292.95	44104.221263360945	3030352.9499999997	22723.802082783153	
crc8_construct	788.5000000000001	16.878981011897608	786.5000000000001	11.47606204235582	
crc8_update_megabytes	2680749.7000000007	27961.3554662502	2677392.525	18867.61746483575	
