#	bench-name	unmod-time	unmod-error	nobc-time	nobc-error	totalruns=42	
first_order_100	202179.4047619048	2737.181136545961	203234.1428571429	7472.738535348811	
first_order_10k	20130763.047619045	296584.7704698682	20278921.976190485	763289.5928335922	
first_order_1k	2020977.5476190476	27248.205711309278	2031607.1428571427	75408.02876875323	
first_order_1k_ref	646410.9523809522	8581.178981469746	652900.0238095238	31248.355915218886	
second_order_100	100196.99999999999	749.2852467200865	100028.23809523814	3156.5629425020697	
second_order_10k	10021012.499999998	77665.93478275125	10004657.999999998	318145.50829844543	
second_order_1k	1002153.595238095	7345.692460014929	1000621.9285714289	31563.95607514916	
sample	22.023809523809522	0.1524553389864964	22.071428571428573	0.6321865736834168	
send	337.5476190476191	2.7706143461108557	335.4761904761904	9.960010745925775	
send_and_sample	358.9523809523809	4.0763684874348	355.7142857142857	11.280589553754366	
