#	bench-name	unmod-time	unmod-error	nobc-time	nobc-error	totalruns=42	
benchmarks_208_0_field_50_parse_lex	9222.190476190479	4835.040223588509	9130.833333333332	4785.732341413464	
benchmarks_208_1_pipe_50_parse_lex	9284.952380952378	4867.392877743058	9214.238095238095	4830.555162857152	
benchmarks_208_2_index_50_parse_lex	9734.357142857141	5100.469814127903	9496.166666666664	4973.192492500196	
benchmarks_208_3_long_raw_string_literal_parse_lex	1354.119047619048	708.2901343369771	1339.6666666666667	700.7600522244762	
benchmarks_208_4_deep_projection_104_parse_lex	30559.119047619064	16008.831974885406	30099.97619047619	15747.244235841477	
benchmarks_208_5_filter_projection_parse_lex	963.5476190476193	504.00832392885064	969.1666666666667	507.60511070388026	
benchmarks_209_0_deep_ands_full	13539.309523809523	7082.034401309971	13474.57142857143	7057.486977343576	
benchmarks_209_0_deep_ands_interpret	8973.095238095239	4690.921580739118	8958.190476190473	4686.767843712944	
benchmarks_209_0_deep_ands_parse_lex	4272.761904761903	2240.748618627731	4237.666666666667	2222.2179682498963	
benchmarks_209_1_deep_ors_full	11304.785714285714	5914.401441098042	11330.785714285714	5934.820535400795	
benchmarks_209_1_deep_ors_interpret	6764.809523809524	3536.773968827519	6709.690476190475	3511.127776276145	
benchmarks_209_1_deep_ors_parse_lex	4262.952380952379	2233.464892561299	4280.023809523808	2244.779918028823	
benchmarks_209_2_lots_of_summing_full	12692.761904761903	6639.614514088269	12660.214285714286	6628.88770579095	
benchmarks_209_2_lots_of_summing_interpret	9198.33333333333	4808.606815693763	9293.904761904763	4863.58004927354	
benchmarks_209_2_lots_of_summing_parse_lex	3263.5714285714284	1711.9907813344528	3297.5238095238087	1738.663707428307	
benchmarks_209_3_lots_of_multi_list_full	12399.761904761905	6482.4270322946895	12435.833333333332	6527.451022656133	
benchmarks_209_3_lots_of_multi_list_interpret	9083.90476190476	4748.624230887069	9208.619047619051	4820.693824556106	
benchmarks_209_3_lots_of_multi_list_parse_lex	3215.476190476191	1694.319954015759	3200.3095238095243	1683.3711851674764	
benchmarks_210_0_simple_field_full	4951.261904761906	2589.382009922572	4976.809523809526	2608.259255647567	
benchmarks_210_0_simple_field_interpret	4790.714285714286	2505.4795690143433	4808.738095238096	2521.095142417315	
benchmarks_210_0_simple_field_parse_lex	148.80952380952385	78.03852470330587	147.83333333333331	77.67144375253476	
benchmarks_210_1_simple_subexpression_full	5189.880952380951	2719.5856757477645	5178.690476190477	2714.4998091211614	
benchmarks_210_1_simple_subexpression_interpret	4844.571428571429	2537.7455418883414	4839.333333333335	2537.293859012812	
benchmarks_210_1_simple_subexpression_parse_lex	293.11904761904754	153.80494796377843	294.71428571428567	154.51664815748214	
benchmarks_210_2_deep_field_selection_full	10196.880952380952	5390.606358694641	10084.690476190475	5336.048508953914	
benchmarks_210_2_deep_field_selection_interpret	6112.857142857144	3210.0199937919733	6142.2619047619055	3230.7110087227065	
benchmarks_210_2_deep_field_selection_parse_lex	3641.952380952381	1929.652941314293	3660.52380952381	1937.5852944432227	
benchmarks_210_3_simple_or_full	5481.571428571428	2877.5495622131684	5421.904761904763	2849.370931489163	
benchmarks_210_3_simple_or_interpret	4897.404761904763	2568.6334059696096	4826.571428571428	2534.4267515917036	
benchmarks_210_3_simple_or_parse_lex	396.30952380952385	207.7819929059391	394.28571428571433	206.60121302763397	
