#	bench-name	unmod-time	nobc-time	
initial_remove_after_clone	3280.59356140583	3281.6517675761083	
removals_end_large	1578.6329211406558	1577.6901623504577	
removals_end_medium	639.9824752901258	646.6872577560787	
removals_end_small	490.388182204363	507.0528067031479	
removals_middle_large	2479.105136671544	2492.0498927880576	
removals_middle_medium	791.8933603407876	787.9319228429094	
removals_middle_small	465.5835365633616	472.83041978083145	
removals_random_large	3282.175416327735	3307.1064759888627	
removals_random_medium	655.2463720733574	655.4398621574552	
removals_random_small	573.3470947137884	585.0579239287481	
removals_start_large	1949.8430051709336	1931.2097223822739	
removals_start_medium	519.8170931036627	520.1432855943589	
removals_start_small	406.22367922265545	401.8501032688785	
