#	bench-name	unmod-time	unmod-error	nobc-time	nobc-error	totalruns=42	
bench_eighty_points	230680.47619047615	3935.1489730262183	228876.40476190476	3709.1661433568793	
bench_fifty_points	90088.7619047619	1748.4439722973796	89462.35714285714	1578.0747133834975	
bench_forty_points	58495.119047619046	1161.3934406233327	58020.90476190476	1085.220820397832	
bench_ninety_points	292467.95238095237	4710.4134736741025	290175.90476190473	4404.318545254483	
bench_one_hundred_points	357051.19047619053	5568.186912050306	354191.61904761905	5151.781069514564	
bench_seventy_points	177957.09523809527	3082.109248469485	176450.80952380953	2935.1895553138615	
bench_sixty_points	130396.23809523809	2485.0594494136712	128839.09523809527	2191.071740469053	
bench_ten_points	4058.1190476190477	45.57996760323571	3936.1190476190473	89.89973313720452	
bench_thirty_points	33550.80952380952	593.3234578403105	33194.190476190466	641.1375767261262	
bench_three_points	518.6666666666667	2.8424223963663593	512.9285714285712	3.9423999044747755	
bench_twenty_points	15262.666666666666	175.27144480798742	15023.11904761905	306.70656073695744	
