#	bench-name	unmod-time	unmod-error	nobc-time	nobc-error	totalruns=42	
bench_apply_many_swaps_large	719459.619047619	10374.7284117118	718330.4523809525	10321.853405465652	
bench_apply_many_swaps_large_multiops	146148.28571428574	745.6835242697447	146338.52380952385	699.0841368429751	
bench_apply_many_swaps_small	177163.8333333333	1903.8570989374712	176110.02380952385	1822.420270489288	
bench_apply_many_swaps_small_multiops	43854.28571428572	389.2173028573337	43894.285714285725	410.1530077860192	
bench_apply_two_swaps_large	562938.3333333334	5375.927670408179	595990.6190476192	3775.6076203035623	
bench_apply_two_swaps_large_multiops	1092282.119047619	2795.699334968256	1087930.2857142857	1786.5804565961078	
bench_apply_two_swaps_small	52792.5	750.1540238669721	52878.023809523795	580.1667448363952	
bench_apply_two_swaps_small_multiops	29941.285714285714	389.242811091476	30146.45238095239	371.12038878310307	
bench_cidentity	27542.499999999996	408.60466689640714	27338.047619047622	431.6149602630827	
bench_cidentity_giant	677898.8095238096	16603.698526931967	675346.5714285714	16078.937188198754	
bench_cidentity_giant_halfprec	679928.380952381	15493.931816701323	668110.6190476188	16047.350517041126	
bench_cidentity_larger	62356.02380952381	2050.471809679482	61795.547619047604	2192.9222208687756	
bench_hadamard	32220.666666666675	3114.7886626059258	31547.85714285714	3108.9817393774306	
bench_hadamard_larger	327806.3809523809	12027.92962818579	322206.119047619	13456.018582956673	
bench_identity	27538.166666666664	408.3372157249836	27170.166666666668	313.77979210986155	
bench_identity_larger	214620.38095238095	8610.479288004877	214434.40476190476	8254.498280330388	
bench_identity_larger_sparse	95362.85714285712	2907.1793445703684	94668.26190476191	2448.442926584001	
bench_identity_sparse	29120.190476190473	722.5485397468113	28615.738095238095	536.9597865373873	
