#	bench-name	unmod-time	unmod-error	nobc-time	nobc-error	nobc+sl-time	nobc+sl-error	safelib-time	safelib-error	
bench_exp_mod_circuit_base	1078058.0833333333	13575.646776847216	1073438.25	13729.759847327185	5065581.194444444	282702.75147148024	4933203.194444444	66302.45985206292	
bench_exp_mod_circuit_rec	2959314.638888889	35272.77650300172	2938105.8055555555	36542.49100006688	13869304.416666666	786088.2365957319	13492583.805555556	176556.44089132574	
bench_apply_many_swaps_large	463071.0833333333	8632.238496779255	441473.05555555556	42076.22691149985	2082736.5277777778	5770.356480833318	2069555.5833333333	6505.228509843277	
bench_apply_many_swaps_large_multiops	1387938.2777777778	81185.37107160347	1496986.9166666667	112156.94466445346	3296844.6944444445	85067.05450010188	3229344.277777778	155357.9178537975	
bench_apply_many_swaps_small	8774.972222222223	144.32957772463982	8689.777777777777	392.8705689544806	35307.27777777778	543.0046864495489	34652.0	760.6466181991331	
bench_apply_many_swaps_small_multiops	27246.972222222223	364.83965169731385	29149.86111111111	1840.9106465246093	56733.944444444445	707.4506242858714	56541.833333333336	2882.5974157192177	
bench_apply_two_swaps_large	5770446.083333333	117227.57531598644	5821194.583333333	424958.88680353377	26469188.75	94775.04020673112	26338393.555555556	95827.61448630453	
bench_apply_two_swaps_large_multiops	29905823.5	162068.0643874837	31184896.527777776	1197401.3854997617	55342328.777777776	634236.9757580148	53801748.38888889	2007210.5517509903	
bench_apply_two_swaps_small	1097.0	11.704699910719626	1088.1666666666667	27.521203946533056	3990.8055555555557	43.6938970086495	4071.3333333333335	60.530983801686226	
bench_apply_two_swaps_small_multiops	4157.694444444444	23.309296481643027	4348.861111111111	156.32376530382524	7676.888888888889	86.16063092264153	7481.722222222223	254.22667172679573	
bench_cidentity	729.2777777777778	9.326220834921743	734.6111111111111	11.788124386144306	1409.5833333333333	7.793783135009308	1407.2222222222222	23.191367061319163	
bench_cidentity_giant	9726600.861111112	71300.27050250728	9762431.055555556	52850.64320692608	9813074.527777778	216929.22806406574	10071337.416666666	378886.03547874204	
bench_cidentity_giant_halfprec	9661093.833333334	16222.94966757484	9652548.388888888	42085.11424830886	9866316.0	130163.37020687161	9700422.694444444	91684.88566880084	
bench_cidentity_larger	23186.36111111111	77.3301553864905	23103.583333333332	60.380908958599385	24965.916666666668	628.6013298939515	26677.083333333332	1528.2068354592727	
bench_hadamard	3257.3333333333335	530.1800008802043	3143.8888888888887	509.93141029934264	11929.277777777777	567.4447898308458	11819.111111111111	667.2424920595785	
bench_hadamard_larger	3356628.138888889	17652.26924687144	3310046.9166666665	20343.326852059432	9814485.944444444	561625.5229124328	8572507.472222222	371010.1858269667	
bench_identity	1437.75	20.253086184579377	1406.611111111111	154.91454235190045	9446.694444444445	592.4460509636882	9402.805555555555	430.408515214483	
bench_identity_larger	381779.9166666667	9981.043934420555	383980.22222222225	7306.403519862677	5683807.527777778	483085.3061482623	5600811.777777778	361350.1901719986	
bench_identity_larger_sparse	39614.63888888889	220.07525894285672	40126.444444444445	897.6617911875412	44911.88888888889	413.7100956102915	41906.47222222222	2138.8359825707785	
bench_identity_sparse	980.2777777777778	2.834422448627578	1008.7777777777778	21.45293441610561	1394.138888888889	8.403546796765761	1346.9166666666667	62.280893717272725	
