#	bench-name	unmod-time	nobc-time	
benchmark_100_000_items_into_32_buckets	3418229.9846308897	3297084.6191002517	
benchmark_100_000_items_into_32x32_nested_buckets	7835384.209744063	7729832.1766082635	
benchmark_100_items_into_4_buckets	3456.7642690599196	3307.7609183360937	
benchmark_100_items_into_4x4_nested_buckets	7848.361455835319	7797.893878147845	
benchmark_10_000_items_into_16_buckets	337417.11257650703	325993.45190588734	
benchmark_10_000_items_into_16x16_nested_buckets	753062.8972073706	744162.7724172376	
benchmark_1_000_000_items_into_64_buckets	38446860.368575364	37238844.169988	
benchmark_1_000_000_items_into_64x64_nested_buckets	82439355.85725926	81408228.41307546	
benchmark_1_000_items_into_8_buckets	33377.37663293558	32159.845257121025	
benchmark_1_000_items_into_8x8_nested_buckets	75816.58928328597	74860.87937368234	
