#	bench-name	unmod-time	unmod-error	nobc-time	nobc-error	totalruns=42	
benchmarks_10_0_simple_field_full	2921.5238095238105	65.29684528777133	2937.4761904761895	74.8052194815175	
benchmarks_10_0_simple_field_interpret	2766.6428571428582	81.85638452237448	2755.142857142858	65.7022763353467	
benchmarks_10_0_simple_field_parse_lex	175.64285714285717	3.1909203670909183	176.19047619047618	4.2383627523917395	
benchmarks_10_1_simple_subexpression_full	3229.761904761905	73.68588723306698	3209.7142857142867	38.53216696678844	
benchmarks_10_1_simple_subexpression_interpret	2877.7380952380954	84.75287873290641	2871.833333333334	83.07538649485684	
benchmarks_10_1_simple_subexpression_parse_lex	344.0238095238095	3.6219443294484224	344.952380952381	6.279036857263643	
benchmarks_10_2_deep_field_selection_full	9154.690476190475	104.60002915761183	9174.333333333332	134.0304987798471	
benchmarks_10_2_deep_field_selection_interpret	4361.976190476192	139.67146623675725	4359.214285714285	217.8668811250495	
benchmarks_10_2_deep_field_selection_parse_lex	4502.309523809524	118.54404206579532	4481.904761904762	96.41003937147819	
benchmarks_10_3_simple_or_full	3469.785714285715	143.244136539899	3497.47619047619	163.43052085639417	
benchmarks_10_3_simple_or_interpret	2901.047619047619	85.16900631795706	2955.6666666666665	158.42072776037543	
benchmarks_10_3_simple_or_parse_lex	463.2142857142857	3.7955846170298995	465.2857142857143	7.290847864619999	
benchmarks_8_0_field_50_parse_lex	14484.92857142857	560.0731411783532	14580.666666666666	222.03074290208278	
benchmarks_8_1_pipe_50_parse_lex	14375.619047619048	526.6079662456491	14491.071428571428	239.5853951404924	
benchmarks_8_2_index_50_parse_lex	14051.904761904763	440.4132696372378	14155.52380952381	265.42178814781346	
benchmarks_8_3_long_raw_string_literal_parse_lex	2008.7857142857142	24.44969151065073	2003.5714285714282	22.136097278451963	
benchmarks_8_4_deep_projection_104_parse_lex	30813.904761904763	2282.5647730810747	31073.428571428565	2280.0875311399477	
benchmarks_8_5_filter_projection_parse_lex	1189.4047619047617	28.342345505494684	1187.2619047619048	22.003310923812748	
benchmarks_9_0_deep_ands_full	11471.11904761905	178.99603645265344	11457.214285714286	216.56325763578434	
benchmarks_9_0_deep_ands_interpret	6286.619047619047	136.9782659821401	6321.2857142857165	177.89661065245917	
benchmarks_9_0_deep_ands_parse_lex	5044.619047619048	79.89008889627594	5067.119047619049	126.81035754245528	
benchmarks_9_1_deep_ors_full	8707.666666666666	200.34216762075857	8676.5	178.83741618736116	
benchmarks_9_1_deep_ors_interpret	3466.7142857142862	95.77933113208113	3484.166666666667	116.69106887656635	
benchmarks_9_1_deep_ors_parse_lex	5041.071428571428	77.27883738439	5071.357142857141	126.95440153073548	
benchmarks_9_2_lots_of_summing_full	10665.11904761905	58.876465660030746	10685.333333333332	106.59283158839409	
benchmarks_9_2_lots_of_summing_interpret	6539.9285714285725	106.34767619131374	6552.904761904763	100.3702217089097	
benchmarks_9_2_lots_of_summing_parse_lex	3980.761904761905	87.62903669767437	4009.8333333333335	113.04169409193499	
benchmarks_9_3_lots_of_multi_list_full	10278.428571428569	72.50883127071418	10309.47619047619	130.45401271370145	
benchmarks_9_3_lots_of_multi_list_interpret	6336.452380952383	91.17048456729748	6358.95238095238	98.91264842344779	
benchmarks_9_3_lots_of_multi_list_parse_lex	3852.071428571428	83.57642435210417	3844.857142857143	97.21271997619482	
