#	bench-name	unmod-time	unmod-error	nobc-time	nobc-error	totalruns=42	
read_slice_baseline	4245.9047619047615	4.89319023312975	4244.666666666669	2.1675822241411513	
read_slice_f32_be_byteorder	4541.07142857143	2.016513459070443	4542.619047619049	5.345012721942991	
read_slice_f32_be_crate	4541.7857142857165	1.6837559245940135	4542.428571428571	5.019689124992167	
read_slice_f32_le_byteorder	4246.499999999999	1.5000000000000002	4246.666666666667	1.8982029931423567	
read_slice_f32_le_crate	4248.023809523809	3.4190509351356777	4249.02380952381	12.250341288225584	
write_slice_baseline	4207.880952380951	19.707627700186574	4204.476190476189	1.828844225683002	
write_slice_f32_be_byteorder	5432.285714285714	9.371399535378945	5434.547619047618	8.269860311345107	
write_slice_f32_be_crate	4924.238095238095	14.425192123519658	4926.761904761904	16.035391696122442	
write_slice_f32_le_byteorder	5950.238095238095	7.996456131161878	5951.7619047619055	10.40560637305341	
write_slice_f32_le_crate	987.4047619047618	3.4576314753746002	989.6428571428573	3.8285980809306848	
