#	bench-name	unmod-time	unmod-error	nobc-time	nobc-error	
perft_01_chess_incremental	13918634.427777776	226817.31419157173	13920083.65555556	238362.16901365126	
perft_01_shakmaty	33364380.00555556	110265.35149837904	33380099.8	124504.33019820813	
perft_02_chess_incremental	13986393.533333333	236607.5373323794	13974806.43888889	240456.85487574505	
perft_02_shakmaty	33460049.450000003	132586.76686613244	33457108.438888878	131953.50553703736	
perft_03_chess_incremental	41392830.488888904	769438.2211838675	41430155.95000002	788229.1158944651	
perft_03_shakmaty	97441985.12222216	339114.59464521	97429282.06666663	321589.45891663723	
perft_04_chess_incremental	41274982.88888889	765394.3760861884	41266358.45555555	778912.9599940425	
perft_04_shakmaty	97463526.90555556	376312.1753494725	97508857.48888893	421231.73063588794	
perft_05_chess_incremental	21768258.59444443	473594.56978090794	21765989.133333333	475526.73753066704	
perft_05_shakmaty	52717887.96666668	218865.71459298706	52736177.5611111	246445.10362247148	
perft_06_chess_incremental	21878132.75	469474.0485094036	21889343.33333333	477133.6267764224	
perft_06_shakmaty	52798062.91666667	176326.1992694183	52793893.038888894	184132.04156306369	
perft_07_chess_incremental	25586036.877777796	560083.9546501109	25588754.955555562	558456.3981415381	
perft_07_shakmaty	62451960.855555534	234623.8438900806	62499596.80555552	291916.23486886127	
perft_08_chess_incremental	25793051.927777763	556864.6294077524	25818242.394444443	564488.0050575378	
perft_08_shakmaty	62481654.01111112	234388.26379238995	62482393.0888889	250392.40312318425	
perft_09_chess_incremental	7205310.405555553	114204.16449357005	7204299.250000001	117445.89564995805	
perft_09_shakmaty	25656240.07777777	118746.91084409808	25648306.950000003	109336.13691259506	
perft_10_chess_incremental	7220210.594444446	113689.14302741378	7214715.344444443	116098.29628639507	
perft_10_shakmaty	25397187.861111104	88034.90187285976	25404204.87777777	93926.37083657339	
perft_11_chess_incremental	11412278.850000001	193374.56214279166	11396694.827777779	198377.46525216993	
perft_11_shakmaty	38469142.90000002	120161.12852767966	38477064.411111124	127197.27413570309	
perft_12_chess_incremental	11272933.872222226	194724.7624430451	11287833.294444436	199384.3584258442	
perft_12_shakmaty	38550859.02222223	171280.66731611907	38545277.56666666	160352.77444663827	
perft_13_chess_incremental	51503013.56666668	1042946.0585973868	51546664.32222221	1045491.7885023705	
perft_13_shakmaty	135663464.60555556	484159.2017191992	135674064.6666666	514357.1365077965	
perft_14_chess_incremental	51114325.055555575	1040319.7313886875	51132273.12777778	1041203.0661548795	
perft_14_shakmaty	136068090.43888903	488276.456560024	136135668.35000005	592242.8412347278	
perft_15_chess_incremental	7120837.388888891	119325.32535674568	7137034.627777775	146844.51267578648	
perft_15_shakmaty	22333340.4611111	71710.3086427424	22324638.827777784	63062.65573211302	
perft_16_chess_incremental	7083373.9	120229.81699160342	7106184.6555555565	148020.90720417854	
perft_16_shakmaty	22388463.322222214	76876.37259274395	22394320.716666676	80991.14445325182	
perft_17_chess_incremental	7309204.294444441	151243.56372794844	7315622.383333331	154073.4943606198	
perft_17_shakmaty	17895767.772222217	69108.85065635631	17905462.31111112	78510.37104126145	
perft_18_chess_incremental	7325810.722222226	151544.66893281395	7327269.927777781	154613.26476491924	
perft_18_shakmaty	17865299.000000007	63650.915726065294	17863082.433333352	63131.01113769506	
perft_19_chess_incremental	3460724.2500000014	71252.69963991812	3461525.9	70782.69586967488	
perft_19_shakmaty	8578773.716666674	31706.02008141444	8586563.600000007	38223.9491277102	
perft_20_chess_incremental	3476333.249999999	70886.2793221082	3475511.4833333325	70860.83489068752	
perft_20_shakmaty	8576964.700000001	32334.74407126867	8576354.81111111	32427.484483380395	
perft_21_chess_incremental	80739.64444444442	1526.8027545685213	80692.64444444444	1477.983516004236	
perft_21_shakmaty	191577.16111111108	889.955542983836	191674.54999999996	1010.496535125183	
perft_22_chess_incremental	81116.19999999995	1525.8204656293392	81159.7166666667	1493.4117028357139	
perft_22_shakmaty	191228.94444444435	736.4224762867078	191202.95555555556	796.5858384535162	
perft_23_chess_incremental	10400440.377777785	156109.49272571318	10398025.344444446	138760.73527984627	
perft_23_shakmaty	26174591.177777775	74846.60406080603	26192425.833333336	87557.41658214276	
perft_24_chess_incremental	10400765.177777775	154231.63460054906	10396962.02777779	137932.63849971723	
perft_24_shakmaty	26286207.122222234	63398.591365411216	26298948.355555553	71860.92821590435	
perft_25_chess_incremental	1164953.2111111109	28032.575201795513	1161905.5999999996	28398.729693734153	
perft_25_shakmaty	2802606.2166666673	11779.095692169149	2802250.4999999995	10603.366366133185	
perft_26_chess_incremental	1163865.3222222216	28144.571179823874	1161264.9166666665	28284.60202789476	
perft_26_shakmaty	2818304.4388888897	10732.81891684664	2818178.2888888884	9333.99150684618	
perft_kiwipete_chess_incremental	35971609.79444445	245621.3464003235	35969623.69999998	281586.43473813194	
perft_kiwipete_shakmaty	83745252.05555552	344395.6690489027	83725490.64444447	300624.9554331521	
