#	bench-name	unmod-time	unmod-error	nobc-time	nobc-error	totalruns=42	
benchmarks_10_0_simple_field_full	2761.0476190476193	40.98428989430693	2784.809523809524	64.02761238241116	
benchmarks_10_0_simple_field_interpret	2629.333333333333	83.65708539333615	2655.9761904761904	107.63662151075458	
benchmarks_10_0_simple_field_parse_lex	145.6428571428572	4.85906824583552	143.83333333333337	2.359546633881246	
benchmarks_10_1_simple_subexpression_full	3001.666666666668	44.37109025924032	3038.190476190476	81.52132005544786	
benchmarks_10_1_simple_subexpression_interpret	2690.5952380952385	81.7277884559205	2720.2857142857138	113.8914031026059	
benchmarks_10_1_simple_subexpression_parse_lex	293.4285714285714	6.24554262823403	292.33333333333326	3.7649174193603736	
benchmarks_10_2_deep_field_selection_full	7987.952380952382	129.86897286641906	8011.02380952381	172.3977251113911	
benchmarks_10_2_deep_field_selection_interpret	3744.6428571428573	140.03057853615425	3758.976190476191	208.98763783161883	
benchmarks_10_2_deep_field_selection_parse_lex	3962.595238095238	73.41534143676405	3939.0476190476197	81.78658417780953	
benchmarks_10_3_simple_or_full	3230.7142857142862	147.0466860937589	3220.6666666666665	126.24365456315148	
benchmarks_10_3_simple_or_interpret	2707.1190476190473	93.41948465592542	2737.547619047619	109.42429485198831	
benchmarks_10_3_simple_or_parse_lex	387.6904761904763	7.446597482001891	394.59523809523813	5.477484319203495	
benchmarks_8_0_field_50_parse_lex	12305.952380952383	166.99856748472462	12339.119047619048	177.9762159579533	
benchmarks_8_1_pipe_50_parse_lex	12587.571428571428	277.8074995436968	12580.309523809523	257.6362781404415	
benchmarks_8_2_index_50_parse_lex	11794.857142857143	199.57044005618093	11815.309523809521	226.76025603888542	
benchmarks_8_3_long_raw_string_literal_parse_lex	1592.1904761904764	19.87009968968461	1598.3333333333335	20.337236159399207	
benchmarks_8_4_deep_projection_104_parse_lex	27059.83333333333	2282.647428260885	26751.142857142855	2262.101515252161	
benchmarks_8_5_filter_projection_parse_lex	911.0714285714286	16.498763095258667	945.8571428571431	23.792327123086817	
benchmarks_9_0_deep_ands_full	8658.0	216.62574705171653	8761.857142857143	362.36902865058715	
benchmarks_9_0_deep_ands_interpret	4099.238095238097	245.56250387764334	4108.785714285713	180.68237531175896	
benchmarks_9_0_deep_ands_parse_lex	4510.166666666667	156.3969182296954	4531.857142857142	154.15909707469214	
benchmarks_9_1_deep_ors_full	8003.428571428572	193.3741922576343	8033.166666666666	248.69085003049247	
benchmarks_9_1_deep_ors_interpret	3353.714285714286	124.94994916332845	3349.309523809524	104.90255979791054	
benchmarks_9_1_deep_ors_parse_lex	4501.761904761905	153.62474526675916	4530.119047619046	149.35324097444007	
benchmarks_9_2_lots_of_summing_full	7464.404761904763	79.73290517597147	7608.333333333334	137.3131053064087	
benchmarks_9_2_lots_of_summing_interpret	4157.5	39.00564672185908	4229.547619047621	158.38247894634117	
benchmarks_9_2_lots_of_summing_parse_lex	3202.4523809523803	61.88745637232013	3216.0238095238083	71.69561589015385	
benchmarks_9_3_lots_of_multi_list_full	7320.119047619049	81.28409976916424	7366.571428571428	125.56276041375123	
benchmarks_9_3_lots_of_multi_list_interpret	4114.809523809522	45.55804152279036	4175.52380952381	192.50865634157833	
benchmarks_9_3_lots_of_multi_list_parse_lex	3079.071428571429	91.29319404485508	3108.5952380952376	121.21273301097919	
