#	bench-name	unmod-time	unmod-error	nobc-time	nobc-error	nobc+sl-time	nobc+sl-error	safelib-time	safelib-error	
bench_eighty_points	309369.0	33698.92028026351	297460.3888888889	35182.16377755905	1133410.4722222222	69152.6763407069	1151014.111111111	3381.3255765041304	
bench_fifty_points	120010.94444444444	1006.0952557189835	112799.25	1345.7466612958358	501940.72222222225	29123.898818106136	510510.97222222225	1457.332065532216	
bench_forty_points	80174.38888888889	612.5645670175774	75522.69444444444	905.0599372246768	354681.94444444444	20013.10151978843	360540.5833333333	1040.0107471399833	
bench_ninety_points	362823.6666666667	3010.2680851453156	338816.1388888889	3390.9120876639417	1411207.138888889	87271.67308568774	1431413.888888889	4119.869906102605	
bench_one_hundred_points	439265.69444444444	3605.59997179884	410273.5833333333	4067.3867489184972	1680859.8333333333	104948.64454884057	1704969.611111111	4926.63632307851	
bench_seventy_points	227049.83333333334	2051.0511329559777	212606.47222222222	2249.678538593053	910052.6666666666	54826.61103424138	924193.6666666666	2756.3714372341046	
bench_sixty_points	169889.52777777778	1534.159134258371	158650.69444444444	1816.474574239349	692100.6388888889	41100.797417347276	703128.3611111111	2112.634573659389	
bench_ten_points	6935.305555555556	29.485231184860858	6601.805555555556	71.7409767630298	34860.305555555555	1528.6887049480686	35403.0	100.56921331434718	
bench_thirty_points	47703.36111111111	325.7192172526121	45038.63888888889	498.91265951165013	223179.5	12186.038775081006	226883.16666666666	700.444085324922	
bench_three_points	1201.4444444444443	2.639912082337049	1171.8055555555557	36.92546504968899	3602.1111111111113	98.26318904344421	3584.5	8.983008652141244	
bench_twenty_points	23291.527777777777	177.83989149280552	22053.222222222223	197.10235794168685	115434.55555555556	5986.32215250568	117345.61111111111	372.39810521192516	
