#	bench-name	unmod-time	unmod-error	nobc-time	nobc-error	totalruns=42	
benchmark_100_000_items_into_32_buckets	1535004.8809523808	5571.732786820669	1530151.0000000002	5411.46941139615	
benchmark_100_000_items_into_32x32_nested_buckets	2732339.452380953	11673.520169704352	2484568.0476190476	21117.356287404	
benchmark_100_items_into_4_buckets	1591.7380952380954	13.172951225557988	1582.761904761905	3.469661187037499	
benchmark_100_items_into_4x4_nested_buckets	2542.3333333333335	12.45690985656568	2252.357142857142	16.745747759572005	
benchmark_10_000_items_into_16_buckets	152899.92857142858	2136.388668411487	152071.4285714286	531.0179865511301	
benchmark_10_000_items_into_16x16_nested_buckets	245251.97619047618	390.5130013136711	219522.0714285714	910.8029527331819	
benchmark_1_000_000_items_into_64_buckets	21088874.88095238	65545.12572310207	20967188.78571429	66132.58033948806	
benchmark_1_000_000_items_into_64x64_nested_buckets	34414636.97619047	99586.26882554979	31911878.119047616	101525.32186044416	
benchmark_1_000_items_into_8_buckets	15377.761904761906	37.21610603962798	15359.714285714288	66.44234368242594	
benchmark_1_000_items_into_8x8_nested_buckets	25292.833333333336	437.57502304593527	22137.88095238096	86.53108507818017	
