#	bench-name	unmod-time	unmod-error	nobc-time	nobc-error	nobc+sl-time	nobc+sl-error	safelib-time	safelib-error	
aaforest_big_random_append	19518589.833333332	39047.32292111145	18883636.972222224	60426.040489587176	19421392.083333332	157141.80821375165	19775564.388888888	101374.36369968214	
aatree_big_random_insert_delete	15446132.194444444	60543.7358195707	15304597.083333334	50361.703555035536	29152207.833333332	61644.526376142174	29795134.083333332	127722.99683154927	
btreemap_big_random_insert_delete	5041798.638888889	118927.86037602628	5056739.111111111	102968.18165654049	12329413.361111112	135647.03595159363	12400283.916666666	268289.60055262584	
dynconn_big_insert_delete	18873002.138888888	52986.563490270695	18528470.694444444	157189.95283393408	29191312.027777776	381357.0951900656	30212935.0	385691.91088008747	
dynconn_big_insert_delete_ext_weight	23405312.944444444	119709.5330068543	22909924.416666668	224061.25377442056	34087811.972222224	457210.2034289338	35152755.583333336	517106.57191156637	
hashmap_big_random_insert_delete	970771.0555555555	51416.592451023935	964637.5277777778	15211.836698743135	6177869.666666667	114461.4197278328	6198385.444444444	40862.986818720354	
waaforest_big_random_append	30673555.611111112	118690.29306380109	30465845.805555556	68189.82759947062	31181065.472222224	157026.64572444846	33132997.166666668	82166.74552142936	
waaforest_big_random_append_bitboard_weight	36884271.777777776	1196231.3839622221	34984821.027777776	1249959.919820998	35876783.80555555	761528.4741310223	35878325.94444445	332783.86689953593	
waaforest_big_random_append_combined_weight	34696719.722222224	297573.3652472773	34368027.69444445	409827.35841739364	35461911.86111111	556116.1394938187	35186134.222222224	275350.11523030006	
waaforest_big_random_append_empty_weight	33345543.055555556	35257.76525339603	32345191.944444444	36351.77360944674	33006491.527777776	57486.23599682416	33217653.972222224	37556.67587533253	
waaforest_big_random_append_usize_2_weight	35121218.722222224	217283.08066726266	32941747.611111112	916537.4011910649	33439240.166666668	173418.64280525513	33733076.666666664	201365.35266607642	
waaforest_big_random_append_usize_bool_weight	34286620.30555555	68100.27644046495	32880164.027777776	49520.201021898414	34423506.916666664	80192.97954392232	34201195.19444445	138998.48370232506	
